age,gender,porient_1,country,care1,care3,care4,care8,care11,care12,care13,care14,equalFairness6,equalFairness10,equality2,equality4,equality6,equality10,equality11,propFairness1,propFairness3,propFairness8,propFairness9,proportionality5,proportionality9,proportionality12,proportionality17,loyalty3,loyalty5,loyalty6,loyalty8,loyalty12,loyalty13,loyalty14,loyalty16,loyalty_new1,authority1,authority4,authority6,authority8,authority11,authority14,authority17,authority18,authority20,purity2,purity3,purity4,purity6,purity7,purity9,purity13,purity14,purity17,attention1,attention2,attention3,first_language,religion,religiosity_1,education,status
27,0,5,Saudi Arabia,5,5,5,5,5,5,5,5,4,2,3,4,2,3,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,3,4,1,5,5,3,5,2,العربيه,2,8,4,7
25,0,5,Russia,3,5,5,5,5,5,4,4,3,2,5,3,4,4,3,5,5,5,4,5,4,5,5,4,3,3,1,2,3,3,1,2,3,2,1,2,3,1,3,2,2,1,5,5,1,1,1,2,4,2,3,5,2,русский,6,0,2,3
44,0,8,Argentina,4,4,2,4,3,4,3,3,3,3,3,4,1,3,2,3,3,5,4,3,3,1,5,4,4,3,3,3,3,3,3,3,3,1,3,3,3,5,3,5,5,1,1,3,1,1,2,1,2,1,3,5,2,Español,1,5,4,8
22,1,6,France,4,4,5,4,4,4,4,4,2,4,2,2,4,1,4,4,4,4,3,2,5,4,4,4,2,4,2,2,2,4,4,5,4,3,3,2,3,4,4,5,4,3,2,4,2,4,4,2,4,3,3,5,2,Français,6,0,2,6
24,0,5,Argentina,3,4,4,4,3,4,4,4,4,1,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,2,3,2,2,3,3,2,3,3,2,1,2,3,1,1,4,1,3,4,3,5,2,Español,6,0,3,7
44,0,6,Columbia,5,5,5,5,5,5,5,5,2,3,3,1,1,1,2,5,3,5,3,3,5,5,4,4,4,5,5,5,4,5,5,5,5,3,4,3,4,3,3,5,3,1,3,5,1,2,2,1,5,5,3,5,2,Español,6,1,4,2
20,0,6,Argentina,5,5,5,4,4,5,5,4,3,2,5,2,3,2,3,2,3,2,2,3,5,3,3,2,3,2,4,5,5,5,3,3,3,3,2,2,1,2,4,2,2,3,2,4,1,1,2,2,5,5,3,5,2,Castellano,6,1,4,9
23,1,8,France,4,5,3,4,4,4,4,5,3,2,4,3,4,3,4,4,5,5,5,4,5,4,5,5,5,4,4,4,4,3,4,4,3,3,3,4,3,4,5,5,2,3,4,4,2,4,3,3,4,4,3,5,2,Le Français,1,6,2,6
34,1,5,Egypt,4,4,4,3,4,4,4,3,2,1,4,3,4,2,4,4,4,4,3,5,5,4,3,4,3,3,5,4,3,4,4,4,4,2,3,3,4,3,3,5,3,5,4,4,4,3,3,3,3,3,3,5,2,العربية,2,8,4,8
25,0,9,Columbia,5,5,5,5,4,5,4,5,4,4,4,4,1,4,3,4,4,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,5,5,3,5,4,3,5,5,3,5,2,Español,1,7,6,8
46,0,5,New Zealand,4,4,4,4,4,4,4,5,3,1,2,2,2,3,4,4,3,4,3,3,4,3,3,3,2,3,4,2,1,3,2,3,3,2,2,4,2,2,3,2,2,1,2,3,1,2,2,1,3,2,3,5,2,English,6,1,4,6
36,0,2,Ireland,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,3,2,2,3,3,2,2,2,2,4,2,3,2,3,2,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,2,1,2,2,3,5,2,Polish,7,0,6,7
51,1,6,Belgium,4,3,3,3,4,3,4,4,3,3,4,3,4,4,4,3,3,3,4,4,4,2,3,4,3,4,3,4,4,3,3,3,3,3,4,3,4,3,4,5,3,4,4,4,4,3,3,3,2,4,3,5,2,francais,1,7,4,6
69,1,6,Belgium,1,1,4,4,1,1,1,3,4,2,5,5,5,5,2,5,3,5,5,5,3,5,5,3,4,4,5,1,1,1,3,3,4,2,4,4,4,5,4,3,5,4,2,5,5,5,3,3,5,5,3,5,2,Français,1,8,3,8
35,1,10,Morocco,5,5,5,5,5,4,5,5,5,1,4,5,2,2,3,5,5,4,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,2,5,5,4,5,5,4,5,5,4,5,5,5,3,5,2,العربية,2,9,2,7
25,1,6,Mexico,4,3,3,4,2,2,4,4,2,4,2,2,2,3,2,1,4,2,4,4,4,4,3,5,3,3,3,3,3,5,2,3,4,1,5,4,3,4,4,4,3,1,3,5,3,1,2,1,2,2,3,5,2,Español,1,3,4,7
19,0,4,Belgium,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,3,5,5,5,5,4,4,4,4,4,3,4,3,4,3,3,3,4,3,4,3,3,4,3,2,5,5,3,4,5,1,5,3,3,5,2,français,1,5,2,8
36,1,10,Chile,3,3,5,5,4,3,4,5,1,4,1,1,1,2,3,4,3,3,2,4,5,2,2,5,3,5,2,4,3,5,2,4,3,4,4,3,3,4,3,5,3,1,3,4,1,2,2,3,3,2,3,5,2,Español,1,6,6,7
38,0,5,New Zealand,2,5,5,4,5,5,3,2,1,2,3,1,3,2,2,4,2,3,1,1,4,1,4,2,2,3,2,2,1,3,1,2,2,3,2,4,3,5,4,4,5,2,3,4,1,3,2,2,3,4,3,5,2,English,6,0,2,6
30,1,10,Argentina,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,Español,1,10,6,10
26,0,4,Chile,2,4,3,2,4,4,3,2,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,3,1,2,1,3,2,3,2,2,3,1,3,3,1,2,1,1,2,1,3,5,2,Español,1,7,6,6
38,0,9,Peru,3,4,3,4,2,2,2,3,1,1,1,1,1,1,2,3,3,3,2,2,4,2,2,4,2,4,3,3,1,3,2,3,2,2,2,3,2,2,2,4,3,1,2,3,1,2,1,2,2,2,3,5,2,Español,1,7,5,6
56,1,3,Chile,4,4,5,4,1,4,4,3,2,4,5,5,1,5,3,3,1,1,5,4,3,4,3,5,4,5,5,1,5,4,4,1,1,1,4,4,4,3,4,4,5,1,1,4,1,2,3,1,5,1,3,5,2,Castellano,7,1,2,7
51,1,3,Argentina,3,3,4,3,5,4,3,3,4,1,1,3,3,3,3,4,2,4,4,3,2,4,4,2,3,4,4,4,4,3,4,4,3,3,3,4,3,4,4,2,4,4,2,3,4,3,3,4,3,3,3,5,2,español,1,8,5,8
31,0,6,Argentina,3,3,4,3,3,3,2,3,1,2,4,3,1,3,1,4,4,4,2,4,1,4,4,4,4,4,4,4,3,4,2,3,4,1,3,4,4,4,2,4,1,1,2,4,3,4,1,1,4,2,3,5,2,castellano,6,1,4,3
24,0,10,Russia,1,4,4,4,3,3,2,2,2,3,2,4,3,4,1,4,2,3,4,3,4,4,4,4,4,4,5,2,4,4,4,3,2,2,2,4,3,1,4,4,3,2,3,4,2,2,4,1,1,4,3,5,2,Русский,1,8,2,10
20,1,5,Argentina,3,2,2,2,3,3,2,4,3,4,3,3,3,2,2,4,3,3,4,4,3,4,3,2,2,4,2,3,2,2,4,2,3,2,3,4,3,4,2,4,2,3,3,4,1,4,1,2,4,2,3,5,2,Español,6,0,3,5
35,0,6,Saudi Arabia,5,5,5,4,5,5,3,4,2,2,3,1,5,2,5,4,5,5,3,5,4,5,5,5,5,4,5,4,5,5,4,2,4,4,3,5,5,4,4,5,4,5,5,4,5,3,4,5,4,5,3,5,2,العربيه,2,7,4,7
35,1,5,Argentina,3,1,4,1,1,1,1,1,3,2,5,1,1,1,1,5,3,2,1,3,3,4,4,4,1,5,1,1,1,1,1,2,1,1,1,1,3,3,3,2,4,1,2,2,1,4,2,1,5,1,3,5,2,Español,1,5,6,7
41,1,5,Argentina,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,3,4,5,4,5,5,3,5,2,español,6,1,3,5
38,1,7,Peru,3,2,2,3,3,3,2,3,3,3,3,2,1,3,2,5,3,3,3,3,4,3,4,2,4,3,1,3,3,2,1,2,2,2,3,3,3,5,2,4,4,3,3,4,4,3,2,1,3,2,3,5,2,español,6,4,3,6
26,0,6,Mexico,4,5,4,4,4,5,4,3,4,4,5,2,2,1,2,5,4,4,4,4,5,4,4,2,3,4,4,3,1,5,3,1,1,1,3,4,5,4,4,2,3,1,5,4,1,1,2,1,4,3,3,5,2,Español,7,3,3,4
58,1,1,South Africa,4,3,3,4,3,3,3,3,3,5,4,2,3,2,4,3,3,4,4,4,3,4,4,3,3,4,3,3,3,4,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,4,3,3,4,3,3,5,2,English,1,5,3,4
36,1,10,Peru,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,3,2,2,1,3,2,2,2,1,2,5,2,2,2,3,2,2,2,2,3,2,2,1,3,2,3,5,2,Español,1,9,3,3
21,1,8,Argentina,3,3,3,4,4,3,3,3,2,3,2,2,3,2,2,4,5,4,5,5,4,5,4,2,1,3,1,1,1,3,1,1,4,3,3,4,2,4,2,2,3,1,5,4,1,1,1,1,2,1,3,5,2,Español,6,0,2,6
45,1,4,Mexico,2,4,4,5,4,4,4,4,3,4,4,3,4,2,4,4,4,4,4,4,4,2,4,4,5,4,4,5,4,3,5,3,4,4,4,4,4,5,4,4,4,3,3,4,1,4,3,3,3,4,3,5,2,Español,1,6,4,7
22,1,5,Kenya,5,5,5,5,5,5,5,4,2,3,5,2,2,2,5,1,3,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,2,3,3,3,3,5,2,English,1,7,3,5
33,1,7,Argentina,2,3,4,2,2,3,3,3,2,4,4,3,1,3,3,5,4,4,4,4,4,4,4,5,3,4,3,2,4,3,3,3,4,3,4,3,4,4,3,3,5,1,2,3,1,2,1,1,4,3,3,5,2,español,1,5,3,5
34,0,10,Peru,4,4,4,4,4,4,4,4,3,1,3,3,1,3,3,4,4,4,3,4,4,4,4,3,4,5,5,3,3,2,3,3,3,3,3,4,4,3,4,5,4,4,5,4,4,4,4,4,4,4,3,5,2,español,1,8,4,7
33,1,8,Argentina,4,4,5,5,4,4,5,4,1,3,3,3,1,3,2,5,5,4,4,4,5,4,5,4,3,4,4,2,3,5,2,2,5,1,4,5,4,4,5,4,4,3,3,4,2,2,4,1,2,4,3,5,2,Español,1,6,3,5
71,1,8,France,3,5,5,3,3,4,3,4,2,2,3,2,2,2,3,5,4,5,5,4,4,4,4,4,5,1,5,4,4,3,5,2,3,3,5,3,5,5,5,5,4,1,2,2,1,4,3,1,2,5,3,5,2,Française,1,3,5,8
30,1,9,UAE,5,5,5,5,5,4,5,5,3,1,3,3,5,3,5,5,3,5,5,5,5,5,5,5,5,4,5,4,5,3,3,3,4,5,3,5,4,5,5,5,5,5,3,2,5,4,4,1,2,2,3,5,2,العربية,2,5,3,6
29,1,3,Argentina,4,3,5,4,3,4,2,3,2,1,5,4,2,3,3,4,2,4,3,3,5,2,3,3,3,3,4,4,2,5,3,1,1,1,2,2,3,1,4,4,3,1,2,4,1,1,3,2,4,2,3,5,2,español,6,0,4,8
35,1,9,Egypt,5,5,5,5,5,5,5,5,2,4,5,2,2,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,3,4,4,3,5,2,العربية,2,8,4,5
22,1,1,Morocco,5,5,5,5,5,5,5,4,1,1,3,1,2,1,3,3,5,5,5,5,5,5,5,4,3,5,5,5,4,5,3,5,4,3,3,5,5,4,5,5,4,5,4,5,5,3,5,4,5,5,3,5,2,العربية,2,8,4,5
28,1,10,Argentina,3,4,5,5,4,3,5,2,2,1,3,1,1,1,1,5,5,5,5,5,5,5,5,4,4,5,5,4,2,5,5,4,3,2,2,5,5,2,4,4,5,1,4,5,1,1,3,1,5,4,3,5,2,Español,6,0,2,6
33,1,4,Argentina,4,4,4,4,4,4,4,4,5,2,5,5,5,5,3,3,2,2,3,2,4,3,5,2,1,1,2,4,1,1,1,3,2,2,1,5,2,2,1,2,4,1,3,3,1,1,1,1,1,1,3,5,2,Español,6,1,2,6
43,1,6,Argentina,4,4,4,4,4,4,4,4,3,2,3,2,2,3,2,4,3,4,3,4,4,3,4,4,3,3,3,4,4,4,3,4,3,3,4,3,4,3,4,4,4,1,3,4,2,2,3,2,2,3,3,5,2,castellano,1,5,3,4
24,1,5,Nigeria,5,4,5,5,4,5,5,4,3,2,4,2,1,4,4,5,5,3,5,4,5,4,5,5,5,4,3,4,5,4,5,5,5,5,5,5,5,4,4,5,4,4,4,5,4,5,3,3,2,5,3,5,2,Hausa,2,4,4,5
32,0,10,Saudi Arabia,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,العربيه,2,9,4,9
26,0,7,Peru,5,5,5,5,4,4,5,5,3,2,4,4,3,4,4,4,4,4,4,4,5,4,3,5,4,4,3,4,3,5,3,3,5,3,3,5,3,4,4,5,4,3,5,5,3,5,4,3,5,3,3,5,2,Español,7,7,6,6
60,0,5,Japan,2,2,3,3,2,2,3,3,2,2,2,2,1,2,3,3,2,2,3,3,3,2,3,3,2,3,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,1,2,2,2,2,3,3,5,2,日本語,7,0,2,5
30,1,7,Argentina,4,4,3,3,5,4,2,3,1,1,2,1,1,1,3,4,4,4,4,4,4,2,3,3,2,5,5,3,3,3,4,3,4,1,2,4,2,4,3,3,3,2,1,2,1,2,1,3,4,5,3,5,2,Castellano,6,1,2,6
42,1,6,Argentina,4,3,4,4,3,4,3,3,2,1,5,2,1,2,1,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,3,5,5,3,1,5,5,1,3,3,4,4,4,3,5,2,español,6,2,3,5
26,1,8,UAE,5,5,3,4,5,4,4,5,5,3,2,4,2,3,2,4,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,2,5,5,4,5,5,3,5,3,4,4,1,3,3,2,1,3,5,2,العربية,2,8,4,7
33,0,5,Argentina,4,4,4,4,4,4,4,4,2,1,2,1,3,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,5,2,Español latino,1,7,2,5
24,0,8,Peru,2,3,4,2,2,2,4,2,2,1,1,2,1,1,1,4,5,5,5,5,5,5,5,1,1,4,1,1,1,5,1,1,4,2,4,5,3,1,2,1,4,1,1,5,1,1,2,1,5,1,3,5,2,Español,6,1,4,8
23,1,5,Peru,4,4,5,3,4,5,2,4,5,5,4,5,4,4,2,5,4,3,5,3,5,3,3,2,4,4,4,5,4,4,2,3,4,2,5,3,3,3,5,5,4,3,3,4,4,2,4,4,3,2,3,5,2,Castellano,1,8,4,4
39,0,9,Peru,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,5,2,Español,1,10,6,9
38,1,6,Russia,2,3,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,4,2,2,2,1,2,2,1,2,2,3,2,2,1,2,1,2,2,2,2,1,3,1,2,2,2,2,2,3,5,2,Русский,6,0,4,5
43,1,2,Russia,3,3,4,3,3,3,3,4,5,4,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,3,5,3,5,5,5,3,5,3,4,5,5,3,5,4,3,4,4,4,4,5,5,5,5,3,3,5,2,Русский,1,3,5,5
40,1,6,France,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,5,2,Français,2,7,2,8
38,0,5,France,4,5,5,4,4,4,4,4,3,4,4,4,4,3,4,3,3,4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,3,3,3,4,3,3,4,4,3,5,2,Ingles,1,6,6,3
20,1,10,Mexico,4,4,2,4,4,4,4,4,3,5,3,3,3,4,3,4,4,4,3,4,5,4,4,5,5,4,5,5,4,5,5,3,4,4,5,5,5,5,5,5,5,5,4,4,1,2,4,2,4,3,3,5,2,Español,6,0,4,7
28,1,1,Columbia,4,5,5,4,4,5,3,5,4,3,5,5,5,5,2,5,4,3,4,1,5,3,3,3,4,5,2,4,1,4,1,3,5,3,3,4,4,3,5,5,5,5,5,5,5,2,3,4,3,5,3,5,2,Español,1,8,3,8
45,1,6,Belgium,5,5,5,4,5,5,4,5,4,2,4,4,4,4,4,2,5,5,5,4,5,5,4,4,5,4,4,2,5,5,5,5,5,3,4,5,5,4,5,5,5,4,5,5,5,5,5,4,5,1,3,5,2,francais,3,10,3,4
24,1,6,Mexico,3,3,3,2,3,3,3,4,2,4,2,2,2,3,2,4,4,4,3,5,4,5,4,4,2,3,2,4,2,3,2,3,2,2,2,2,3,5,5,5,4,2,4,4,1,3,3,2,3,5,3,5,2,Español,6,1,4,6
35,1,10,Mexico,4,4,5,4,4,4,4,3,2,3,4,1,1,1,3,4,4,3,3,3,4,3,4,4,4,4,4,3,3,2,2,3,4,3,4,4,5,3,4,4,3,1,4,4,1,2,3,1,3,4,3,5,2,Español,1,3,5,9
28,1,10,Mexico,3,2,4,2,2,3,3,2,3,2,3,3,1,3,2,4,3,3,4,3,4,2,2,3,3,3,4,3,2,3,1,2,3,2,3,4,2,3,3,4,3,3,4,4,2,2,1,1,2,1,3,5,2,Español,1,8,6,7
27,1,1,Mexico,5,5,5,5,5,5,5,3,3,2,3,3,3,5,3,3,2,2,5,5,5,5,4,4,3,5,3,2,5,5,3,4,5,5,5,4,4,5,5,3,4,1,3,2,1,1,3,5,4,5,3,5,2,Español,6,6,4,6
34,1,10,France,4,5,4,4,5,4,4,4,4,4,4,5,5,5,5,3,4,2,2,3,4,4,5,4,3,5,2,4,2,3,3,3,4,2,5,3,3,5,4,5,5,2,3,4,2,2,3,1,4,3,3,5,2,Français,6,0,2,6
31,1,7,Argentina,4,4,4,5,3,4,4,4,3,4,1,2,3,3,5,5,5,5,5,5,5,4,5,4,5,3,4,4,5,4,4,5,4,5,3,5,4,5,4,5,4,3,5,5,3,4,3,4,5,4,3,5,2,Español,1,1,3,7
19,1,9,France,5,4,4,3,3,3,5,5,3,5,4,4,4,2,4,4,5,4,3,5,4,4,4,5,5,4,5,5,5,5,3,5,4,3,4,5,4,3,4,5,4,3,5,3,2,4,4,4,4,4,3,5,2,Français,6,0,4,5
36,1,1,Mexico,3,3,4,4,3,3,3,4,3,4,1,1,1,3,3,4,4,4,1,4,4,3,4,4,3,4,3,3,3,4,1,4,3,1,3,3,5,4,4,4,4,3,4,3,4,4,4,3,5,3,3,5,2,Español,1,7,3,8
26,1,5,Saudi Arabia,5,4,4,5,4,4,4,4,2,4,4,3,1,4,4,4,4,4,4,2,3,3,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,3,5,2,3,5,3,4,1,5,4,3,5,2,العربية,2,7,4,6
30,1,1,Mexico,4,4,5,4,5,4,3,4,4,4,4,5,2,5,4,4,4,3,4,5,5,3,5,5,5,5,3,4,4,4,2,4,4,4,4,4,4,5,3,5,5,4,5,4,5,4,4,3,4,4,3,5,2,Espańol,1,6,2,8
21,1,9,France,4,2,1,4,1,3,5,3,4,4,3,3,3,3,2,5,3,3,5,4,3,4,4,2,3,1,1,2,3,5,3,4,2,5,4,2,1,4,3,1,1,3,5,4,3,2,4,3,4,4,3,5,2,Français,6,0,1,8
25,1,6,Argentina,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,4,1,5,2,2,2,5,1,5,5,5,3,5,1,5,2,5,1,1,5,5,1,3,3,5,5,1,3,5,2,español,6,0,3,8
34,1,2,Russia,5,5,5,5,5,5,5,5,4,2,4,2,4,4,5,5,5,4,5,4,5,5,4,5,3,4,3,3,4,4,3,5,3,3,3,1,3,2,4,5,4,3,4,5,3,2,3,1,5,4,3,5,2,Русский,6,0,5,6
18,1,7,Argentina,2,4,5,4,5,5,4,3,1,3,1,1,1,1,4,4,1,1,3,4,5,4,4,5,5,5,5,4,1,4,1,5,2,4,3,5,3,4,5,3,5,5,5,5,1,3,1,1,5,1,3,5,2,español,1,2,2,6
29,1,6,Mexico,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,4,5,4,5,5,5,5,3,5,5,3,4,5,4,5,3,3,5,2,Español,1,8,6,8
35,1,6,France,3,4,3,3,3,4,3,5,3,2,3,3,3,3,4,4,4,4,4,5,4,5,4,4,3,4,3,4,5,5,3,5,3,3,4,4,4,4,5,5,4,2,4,4,2,2,5,2,3,3,3,5,2,Français,6,0,2,7
19,1,6,France,4,4,5,2,2,3,4,5,3,3,2,4,5,2,2,3,4,3,4,3,4,3,3,3,3,3,4,2,5,4,5,5,2,4,2,4,4,5,5,4,3,3,4,5,1,2,3,2,3,3,3,5,2,Français,6,2,2,5
53,1,5,France,4,4,5,5,4,4,4,4,4,4,4,3,2,2,4,3,4,4,3,4,4,4,4,4,3,4,2,3,3,3,3,4,4,3,4,3,4,3,3,4,5,4,5,4,2,4,3,2,4,1,3,5,2,Français,6,1,3,6
22,1,1,Mexico,5,2,2,2,2,5,5,5,5,2,5,2,2,2,5,3,5,3,2,2,2,2,2,5,2,2,2,5,5,2,5,3,3,5,5,2,3,2,2,5,5,5,5,5,2,2,2,3,5,2,3,5,2,Español,7,7,3,7
41,1,8,France,4,3,5,3,4,5,3,4,3,4,3,4,3,4,4,5,3,3,4,4,4,3,4,5,4,4,3,3,3,4,4,3,4,4,3,4,4,4,5,3,5,2,4,4,4,4,5,4,3,4,3,5,2,Francais,6,2,2,6
24,1,7,Mexico,3,3,4,4,4,4,4,4,4,5,3,3,3,4,4,4,4,4,2,4,4,5,4,3,4,5,4,4,2,4,3,4,4,4,3,4,3,4,4,4,4,2,2,4,1,3,2,2,2,1,3,5,2,Español,6,0,4,6
20,1,4,Mexico,5,5,5,5,4,4,5,4,4,5,5,5,2,5,4,5,5,5,4,5,5,5,5,4,3,4,4,3,4,5,3,4,4,4,4,5,4,5,3,5,4,3,3,4,2,4,4,1,5,5,3,5,2,Español,6,2,3,6
35,1,10,Russia,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,4,3,5,2,Русский,2,5,5,6
40,1,6,France,4,4,4,3,3,3,3,3,3,3,3,5,3,3,3,4,4,5,4,5,5,4,5,3,4,2,4,3,3,2,4,3,3,3,4,4,4,4,4,4,4,1,4,3,1,1,2,1,1,2,3,5,2,Français,6,0,1,9
18,1,10,Russia,3,3,4,4,3,1,3,1,4,4,4,3,4,4,4,4,3,4,4,4,3,2,5,2,1,3,1,2,2,4,3,3,2,1,2,4,4,2,4,4,1,4,1,3,4,3,2,3,4,1,3,5,2,Русский,6,0,2,4
42,1,1,Mexico,5,4,5,5,4,4,3,3,4,4,4,5,4,3,2,4,4,3,4,2,5,4,4,4,5,4,5,4,4,4,4,4,4,4,3,3,5,5,4,5,5,1,5,4,1,4,3,3,2,4,3,5,2,Español,7,5,4,6
29,1,5,Mexico,2,5,5,4,5,4,3,4,3,4,3,2,2,2,1,3,4,4,5,5,5,5,5,5,5,4,3,2,5,4,2,3,4,2,1,3,3,4,4,4,4,1,2,3,4,2,1,1,4,3,3,5,2,Español,1,3,4,5
47,1,8,France,5,5,5,5,5,5,5,5,5,3,5,5,4,4,5,5,3,5,4,4,5,5,5,5,4,4,3,5,5,1,4,5,5,4,5,5,4,5,4,5,4,1,5,4,1,1,3,3,4,3,3,5,2,Français,6,0,4,7
21,1,5,Mexico,4,5,5,3,5,2,4,5,2,1,1,1,3,1,2,5,5,5,5,5,5,4,5,3,3,4,4,3,5,5,3,2,3,3,4,5,3,2,3,3,3,3,3,2,1,2,1,1,3,1,3,5,2,Español,6,0,4,5
31,1,1,Mexico,4,4,5,3,4,4,4,4,4,1,2,3,3,3,4,3,4,4,3,4,4,4,4,5,4,4,4,4,3,5,4,4,4,4,4,4,3,4,3,4,4,1,3,4,1,1,2,1,2,2,3,5,2,Español,6,0,4,5
30,1,3,Mexico,4,4,4,4,4,3,4,5,5,5,5,5,5,5,5,2,2,1,1,1,3,1,2,5,4,5,3,5,3,4,2,4,4,3,5,5,3,4,4,5,4,1,5,5,3,1,3,1,4,3,3,5,2,Español,6,1,3,4
20,1,9,Mexico,3,3,5,4,2,3,4,3,2,4,5,2,1,4,5,4,4,1,2,4,4,4,4,5,5,4,5,4,5,5,4,2,4,4,5,5,5,5,4,5,4,2,4,4,3,2,3,3,4,4,3,5,2,Castellano,1,3,4,6
44,1,5,Belgium,3,3,4,4,4,4,3,4,3,2,4,4,3,3,3,4,3,2,3,4,4,4,3,4,3,4,3,4,4,5,4,3,4,2,3,3,3,4,3,4,5,1,2,3,1,3,3,1,4,4,3,5,2,Français,6,1,2,4
27,1,9,Mexico,2,2,4,3,3,3,3,3,3,4,3,2,2,1,3,4,3,4,4,4,4,4,4,4,2,4,4,3,4,4,3,3,3,3,4,4,3,2,4,3,4,1,5,4,1,3,3,1,3,2,3,5,2,Español,6,3,4,7
19,1,7,Belgium,4,4,2,4,3,3,4,4,4,4,2,2,2,1,4,1,4,2,2,3,5,3,4,3,1,4,1,3,2,3,1,1,3,1,2,1,3,2,4,3,3,2,2,4,1,1,2,1,4,2,3,5,2,français,2,1,2,6
35,1,10,Russia,3,4,5,4,4,4,3,4,1,2,2,2,3,1,3,3,5,4,4,4,5,4,5,3,4,5,4,3,4,5,3,3,4,2,3,3,3,2,4,4,3,1,2,4,3,2,3,1,4,4,3,5,2,Русский,1,2,4,7
30,1,10,Argentina,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,Español,6,4,6,10
21,1,5,Mexico,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,2,5,3,1,5,5,5,5,4,2,5,1,3,3,5,2,3,1,1,1,1,2,1,2,4,5,1,1,1,1,1,1,1,4,1,3,5,2,Español,6,0,4,7
21,1,6,Saudi Arabia,5,5,1,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,4,5,3,5,2,العربية,2,10,2,10
38,1,10,France,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,3,5,3,5,5,5,5,5,5,3,3,3,3,3,5,3,3,5,3,5,2,Français,7,8,2,5
21,1,10,Mexico,3,3,3,1,4,2,3,2,2,1,2,1,1,1,2,2,2,2,3,2,4,3,3,2,1,3,2,2,1,4,2,1,5,1,3,3,2,2,2,2,2,2,1,2,2,2,1,3,2,2,3,5,2,Español,2,6,4,7
